ID,County,Acres,InstallType,UrbanRural,Class,DistSub_100,Percent_100,Substation_100,HIFLD_100,DistSub_200,Percent_200,Substation_200,HIFLD_200,DistSub_CAISO,Percent_CAISO,Substation_CAISO,HIFLD_CAISO,SolarTech,Area,Length
1125,Kern,0.528678437,Parking,Urban,Parking - Urban,2.082111193,25-50,Bakersfield,303106,2.082111193,0-25,Bakersfield,303106,0.870732078,0-25,West Park,308607,Within,2139.494673,186.0591439
1126,Kern,3.669323314,Rooftop,Urban,Rooftop - Urban,0.408570695,0-25,Kern Power,306334,0.408570695,0-25,Kern Power,306334,0.408570695,0-25,Kern Power,306334,Within,14849.27135,507.0478351
1127,Kern,2.558557598,Rooftop,Urban,Rooftop - Urban,0.03086428,0-25,Bakersfield,303106,0.03086428,0-25,Bakersfield,303106,0.03086428,0-25,Bakersfield,303106,Within,10354.15843,553.2688895
1128,Kern,2.333252863,Rooftop,Urban,Rooftop - Urban,2.096771499,25-50,Bakersfield,303106,2.096771499,0-25,Bakersfield,303106,1.008011683,0-25,West Park,308607,Within,9442.377089,400.0427833
1129,Kern,0.469615247,Ground,Urban,Ground - Urban,0.85451134,0-25,Columbus,306049,3.017058145,0-25,Bakersfield,303106,0.85451134,0-25,Columbus,306049,Within,1900.473034,198.1040844
1130,Kern,0.668488897,Parking,Urban,Parking - Urban,0.794575609,0-25,Columbus,306049,3.045253258,0-25,Bakersfield,303106,0.794575609,0-25,Columbus,306049,Within,2705.288834,208.8828547
1131,Kern,4.718500053,Ground,Rural,Ground - Rural,6.504016259,75-100,Tupman,307333,12.03718976,75-100,Renfro,304036,4.234785141,25-50,Midway,300895,Within,19095.16787,555.9405263
1132,Kern,3.73345973,Rooftop,Urban,Rooftop - Urban,1.213105728,0-25,Columbus,306049,2.416253211,0-25,Bakersfield,303106,1.213105728,0-25,Columbus,306049,Within,15108.83152,563.8552386
1133,Kern,6.058962697,Ground,Rural,Ground - Rural,5.162516351,50-75,Tupman,307333,10.50017438,50-75,Renfro,304036,5.162516351,50-75,Tupman,307333,Outside,24519.84475,704.2240264
1134,Kern,2.275378571,Rooftop,Urban,Rooftop - Urban,0.865609554,0-25,Columbus,306049,2.798312829,0-25,Bakersfield,303106,0.865609554,0-25,Columbus,306049,Within,9208.16835,393.0648798
1135,Kern,0.847186459,Parking,Urban,Parking - Urban,0.645743638,0-25,Columbus,306049,3.044757456,0-25,Bakersfield,303106,0.645743638,0-25,Columbus,306049,Within,3428.456114,231.2147893
1136,Kern,0.454177271,Parking,Urban,Parking - Urban,0.709427132,0-25,Columbus,306049,2.979328794,0-25,Bakersfield,303106,0.709427132,0-25,Columbus,306049,Within,1837.997482,184.6341412
1137,Kern,3.1011697,Ground,Urban,Ground - Urban,0.436839425,0-25,Columbus,306049,4.056386231,25-50,Bakersfield,303106,0.436839425,0-25,Columbus,306049,Within,12550.03726,477.6026719
1138,Kern,0.45982513,Parking,Urban,Parking - Urban,1.331887952,0-25,Bakersfield,303106,1.331887952,0-25,Bakersfield,303106,1.331887952,0-25,Bakersfield,303106,Within,1860.852974,387.0203396
1139,Kern,1.66529828,Rooftop,Urban,Rooftop - Urban,1.363997576,0-25,Bakersfield,303106,1.363997576,0-25,Bakersfield,303106,1.363997576,0-25,Bakersfield,303106,Within,6739.249771,369.0112375
1140,Kern,0.122901784,Parking,Urban,Parking - Urban,1.305492124,0-25,Columbus,306049,4.996794596,25-50,Bakersfield,303106,1.305492124,0-25,Columbus,306049,Within,497.3679657,111.9782402
1141,Kern,1.257390473,Parking,Urban,Parking - Urban,1.335930451,0-25,Columbus,306049,5.033912904,25-50,Bakersfield,303106,1.335930451,0-25,Columbus,306049,Within,5088.501484,303.7381622
1142,Kern,3.544796299,Parking,Urban,Parking - Urban,1.234526486,0-25,Kern Power,306334,1.234526486,0-25,Kern Power,306334,1.234526486,0-25,Kern Power,306334,Within,14345.29881,512.5322042
1143,Kern,2.692101502,Parking,Urban,Parking - Urban,0.261389844,0-25,Columbus,306049,3.986088398,25-50,Bakersfield,303106,0.261389844,0-25,Columbus,306049,Within,10894.52897,678.1734357
1144,Kern,0.695973589,Parking,Urban,Parking - Urban,0.127839094,0-25,Columbus,306049,3.817150301,25-50,Bakersfield,303106,0.127839094,0-25,Columbus,306049,Within,2816.516985,214.2289234
1145,Kern,0.809419563,Parking,Urban,Parking - Urban,0.485559921,0-25,Columbus,306049,4.210150687,25-50,Bakersfield,303106,0.485559921,0-25,Columbus,306049,Within,3275.616596,275.7427844
1146,Kern,3.083980438,Parking,Urban,Parking - Urban,0.879705649,0-25,Bakersfield,303106,0.879705649,0-25,Bakersfield,303106,0.879705649,0-25,Bakersfield,303106,Within,12480.51869,758.0162935
1147,Kern,0.932020042,Parking,Urban,Parking - Urban,0.215663107,0-25,Columbus,306049,3.840601477,25-50,Bakersfield,303106,0.215663107,0-25,Columbus,306049,Within,3771.772831,392.7971342
1148,Kern,2.458212864,Ground,Urban,Ground - Urban,1.745806404,25-50,Witco Refinery,303621,2.184774714,0-25,Bakersfield,303106,1.923715392,0-25,West Park,308607,Within,9948.076538,466.8942479
1149,Kern,3.292809201,Ground,Urban,Ground - Urban,1.661580948,25-50,Witco Refinery,303621,2.129058049,0-25,Bakersfield,303106,1.947364178,0-25,West Park,308607,Within,13325.62311,574.8924185
1151,Kern,0.859251496,Ground,Rural,Ground - Rural,5.625611011,50-75,Rio Bravo,308428,10.56019108,50-75,Renfro,304036,5.625611011,50-75,Rio Bravo,308428,Outside,3477.280587,237.8803121
1153,Kern,6.420262715,Ground,Rural,Ground - Rural,2.533936776,25-50,Rio Bravo,308428,6.508170732,50-75,Renfro,304036,2.533936776,0-25,Rio Bravo,308428,Outside,25981.98601,660.8689017
1154,Kern,6.823359156,Parking,Urban,Parking - Urban,1.141236405,0-25,Discovery,300808,2.586899365,0-25,Bakersfield,303106,1.795191051,0-25,Columbus,306049,Within,27613.26208,654.3971782
1155,Kern,10.74574054,Ground,Rural,Ground - Rural,6.851759505,75-100,Rio Bravo,308428,12.12583019,75-100,Renfro,304036,4.052385625,25-50,Midway,300895,Outside,43486.63326,1024.319758
1156,Kern,1.396307805,Ground,Rural,Ground - Rural,6.610712558,75-100,Belridge 1A,303489,20.5010859,75-100,Renfro,304036,4.201813995,25-50,Midway,300895,Outside,5650.679751,328.4153055
1157,Kern,1.6934054,Ground,Rural,Ground - Rural,2.035787732,25-50,Rio Bravo,308428,6.743022513,50-75,Renfro,304036,2.035787732,0-25,Rio Bravo,308428,Outside,6852.996304,331.4054919
1158,Kern,6.196690926,Ground,Rural,Ground - Rural,4.81055609,50-75,Rio Bravo,308428,10.17622579,50-75,Renfro,304036,4.81055609,25-50,Rio Bravo,308428,Outside,25077.21897,643.735145
1159,Kern,4.359102177,Parking,Urban,Parking - Urban,1.74474243,25-50,Unknown,301337,2.249220601,0-25,Renfro,304036,1.730533747,0-25,7th Standard,305631,Within,17640.72831,581.5067698
1160,Kern,1.676257832,Ground,Rural,Ground - Rural,5.716047091,50-75,Rio Bravo,308428,11.20768843,50-75,Renfro,304036,5.308991409,50-75,Midway,300895,Outside,6783.602262,427.5562514
1161,Kern,1.839461088,Ground,Rural,Ground - Rural,1.738806373,25-50,Unknown,308112,3.338726609,25-50,Kern Power,306334,2.798356933,25-50,Kern Oil,303990,Within,7444.09313,412.2806158
1162,Kern,4.15150905,Ground,Urban,Ground - Urban,5.211429877,50-75,Bear Mt. Limited,302000,9.902678542,50-75,Bakersfield,303106,3.719392116,25-50,Cal Water,301119,Outside,16800.63216,651.9950819
1163,Kern,0.83479537,Ground,Urban,Ground - Urban,5.111074072,50-75,Bear Mt. Limited,302000,9.819234268,50-75,Bakersfield,303106,3.616814483,25-50,Cal Water,301119,Outside,3378.314524,257.2214663
1164,Kern,479.7339286,Ground,Rural,Ground - Rural,1.112989517,0-25,Unknown,305149,23.64660322,75-100,Solar,304105,3.648943933,25-50,Temblor,308923,Outside,1941422.043,6435.775366
1165,Kern,5.409387261,Ground,Rural,Ground - Rural,5.4550228,50-75,Ganso,302966,14.23890985,75-100,Renfro,304036,2.677550994,25-50,Midway,300895,Outside,21891.11334,594.0834832
1166,Kern,1.30095511,Rooftop,Rural,Rooftop - Rural,1.341869447,0-25,Unknown,308112,3.696674862,25-50,Kern Power,306334,2.645430745,0-25,Kern Oil,303990,Within,5264.800087,380.4932677
1167,Kern,2.594863277,Parking,Urban,Parking - Urban,0.69756749,0-25,Unknown,302452,2.998536353,0-25,Bakersfield,303106,0.914496588,0-25,Kern Oil,303990,Within,10501.07619,426.0535014
1168,Kern,1.164844244,Rooftop,Rural,Rooftop - Rural,1.311615236,0-25,Unknown,308112,3.737000638,25-50,Kern Power,306334,2.631339624,0-25,Kern Oil,303990,Within,4713.99448,356.4957084
1169,Kern,0.383226821,Rooftop,Rural,Rooftop - Rural,1.293989193,0-25,Unknown,308112,3.759619878,25-50,Kern Power,306334,2.633818881,0-25,Kern Oil,303990,Within,1550.854465,300.5190729
1170,Kern,0.856251586,Rooftop,Rural,Rooftop - Rural,1.300089981,0-25,Unknown,308112,3.79843373,25-50,Kern Power,306334,2.613216494,0-25,Kern Oil,303990,Within,3465.140739,243.0462322
1171,Kern,1.480580843,Ground,Urban,Ground - Urban,6.448169225,75-100,Bear Mt. Limited,302000,11.15442353,50-75,Bakersfield,303106,4.951876846,25-50,Cal Water,301119,Within,5991.731173,326.1748513
1172,Kern,0.6796971,Parking,Rural,Parking - Rural,1.227206788,0-25,Unknown,308112,3.780847827,25-50,Kern Power,306334,2.649284111,0-25,Kern Oil,303990,Within,2750.646446,399.5588877
1173,Kern,0.708955751,Parking,Urban,Parking - Urban,0.699336892,0-25,Unknown,302452,3.170309903,25-50,Bakersfield,303106,0.738912826,0-25,Kern Oil,303990,Within,2869.055304,217.7626996
1174,Kern,1.591128477,Ground,Rural,Ground - Rural,2.451537105,25-50,Rio Bravo,308428,8.496070176,50-75,Renfro,304036,2.451537105,0-25,Rio Bravo,308428,Outside,6439.09409,389.0939328
1175,Kern,1.545718722,Ground,Rural,Ground - Rural,5.981810326,50-75,Ganso,302966,20.24946225,75-100,Renfro,304036,4.282991888,25-50,Midway,300895,Outside,6255.326289,339.9136124
1176,Kern,1.259699618,Ground,Rural,Ground - Rural,4.639329806,50-75,Ganso,302966,17.47406958,75-100,Renfro,304036,2.343424518,0-25,Midway,300895,Outside,5097.843803,285.9744328
1177,Kern,3.744053072,Ground,Rural,Ground - Rural,4.511575668,50-75,Rio Bravo,308428,10.51414994,50-75,Renfro,304036,4.511575668,25-50,Rio Bravo,308428,Outside,15151.70754,548.8073728
1178,Kern,1.850081236,Ground,Rural,Ground - Rural,2.760284121,25-50,Rio Bravo,308428,8.954305468,50-75,Renfro,304036,2.760284121,25-50,Rio Bravo,308428,Outside,7487.042492,377.1491253
1179,Kern,7.938907273,Ground,Rural,Ground - Rural,1.303630903,0-25,Unknown,308112,4.59779934,25-50,Kern Power,306334,2.042620679,0-25,Kern Oil,303990,Within,32127.80635,719.8723186
1180,Kern,1.49448017,Ground,Rural,Ground - Rural,4.588749264,50-75,Ganso,302966,18.31439541,75-100,Renfro,304036,2.999177885,25-50,Midway,300895,Outside,6047.970841,314.68497
1181,Kern,1.693751422,Ground,Rural,Ground - Rural,5.264917088,50-75,Rio Bravo,308428,11.3381226,50-75,Renfro,304036,5.264917088,50-75,Rio Bravo,308428,Within,6854.394932,445.0318183
1182,Kern,4.278705522,Ground,Rural,Ground - Rural,0.542651589,0-25,Unknown,308112,4.246940214,25-50,Kern Power,306334,2.071149124,0-25,7th Standard,305631,Within,17315.41354,551.1766771
1183,Kern,1.021736933,Ground,Rural,Ground - Rural,0.548777094,0-25,Unknown,308112,4.313534551,25-50,Kern Power,306334,2.140611461,0-25,7th Standard,305631,Within,4134.8277,283.0174405
1184,Kern,17.66901913,Rooftop,Urban,Rooftop - Urban,2.895769941,50-75,Unknown,301337,4.020477202,25-50,Renfro,304036,3.069896079,25-50,7th Standard,305631,Outside,71504.26436,1123.970718
1185,Kern,15.51406375,Rooftop,Urban,Rooftop - Urban,1.603579112,25-50,Kern Oil,303990,4.759178145,25-50,Bakersfield,303106,1.603579112,0-25,Kern Oil,303990,Within,62783.04914,1104.902283
1186,Kern,1.328877078,Ground,Rural,Ground - Rural,2.453612168,25-50,Rio Bravo,308428,8.912540161,50-75,Renfro,304036,2.453612168,0-25,Rio Bravo,308428,Outside,5377.796015,294.1661597
1187,Kern,6.907626733,Ground,Rural,Ground - Rural,3.570018162,50-75,Ganso,302966,15.30149336,75-100,Renfro,304036,3.622897038,25-50,Midway,300895,Outside,27954.28357,669.3996931
1188,Kern,132.7629452,Ground,Urban,Ground - Urban,0.391956615,0-25,Unknown,301337,4.456793251,25-50,Renfro,304036,0.499094735,0-25,7th Standard,305631,Outside,537269.1007,3536.591097
1189,Kern,0.550739877,Ground,Rural,Ground - Rural,1.196954282,0-25,Rio Bravo,308428,7.206456909,50-75,Renfro,304036,1.196954282,0-25,Rio Bravo,308428,Within,2228.774124,190.9417439
1190,Kern,3.254417482,Ground,Rural,Ground - Rural,4.330144702,50-75,Ganso,302966,13.54581117,75-100,Renfro,304036,5.164496977,50-75,Shafter,304894,Outside,13170.21287,465.3258009
1191,Kern,8.308599103,Ground,Rural,Ground - Rural,4.18751276,50-75,Ganso,302966,13.61385007,75-100,Renfro,304036,5.215579911,50-75,Shafter,304894,Outside,33623.83564,793.0195333
1192,Kern,10.10698352,Ground,Rural,Ground - Rural,2.970763657,50-75,Shafter,304894,10.12359958,50-75,Renfro,304036,2.970763657,25-50,Shafter,304894,Outside,40901.53847,1322.09092
1193,Kern,6.974005297,Ground,Rural,Ground - Rural,2.916579027,50-75,Ganso,302966,14.93445255,75-100,Renfro,304036,5.212906038,50-75,Midway,300895,Outside,28222.91571,732.8731862
1194,Kern,1.758780139,Ground,Rural,Ground - Rural,4.776461615,50-75,Ganso,302966,21.35218555,75-100,Renfro,304036,6.439242016,50-75,Midway,300895,Outside,7117.5607,343.2034353
1195,Kern,1.643461129,Ground,Rural,Ground - Rural,3.402853797,50-75,Shafter,304894,12.56289258,75-100,Renfro,304036,3.402853797,25-50,Shafter,304894,Outside,6650.877913,335.5934003
1196,Kern,7.603314317,Ground,Rural,Ground - Rural,1.522804538,25-50,Ganso,302966,16.55490546,75-100,Renfro,304036,5.318802206,50-75,Midway,300895,Outside,30769.64277,716.7925105
1197,Kern,5.071553465,Ground,Rural,Ground - Rural,2.560494152,25-50,Shafter,304894,11.97668409,50-75,Renfro,304036,2.560494152,0-25,Shafter,304894,Outside,20523.93096,635.8199799
1198,Kern,6.186243556,Ground,Rural,Ground - Rural,1.155539938,0-25,Ganso,302966,17.79578822,75-100,Renfro,304036,5.486732632,50-75,Midway,300895,Outside,25034.93912,748.5498974
1199,Kern,2.025371581,Ground,Rural,Ground - Rural,1.899853324,25-50,Shafter,304894,10.82268918,50-75,Renfro,304036,1.899853324,0-25,Shafter,304894,Outside,8196.420717,365.3107445
1200,Kern,7.583508562,Ground,Rural,Ground - Rural,3.382170275,50-75,Shafter,304894,13.36437879,75-100,Renfro,304036,3.382170275,25-50,Shafter,304894,Outside,30689.49585,712.3262988
1201,Kern,10.73004799,Ground,Rural,Ground - Rural,0.645929261,0-25,Ganso,302966,18.20877886,75-100,Renfro,304036,6.29849006,50-75,Midway,300895,Outside,43423.13645,833.7397879
1202,Kern,3.797946393,Ground,Rural,Ground - Rural,2.209473654,25-50,Shafter,304894,12.94818685,75-100,Renfro,304036,2.209473654,0-25,Shafter,304894,Outside,15369.80558,580.0756013
1203,Kern,2.429830273,Ground,Rural,Ground - Rural,1.248344009,0-25,Shafter,304894,11.81785255,50-75,Renfro,304036,1.248344009,0-25,Shafter,304894,Outside,9833.213566,397.57121
1204,Kern,2.656430155,Ground,Rural,Ground - Rural,2.836813504,50-75,Belridge 1A,303489,25.22733307,75-100,Arco,306367,7.48397453,50-75,Goose Lake,309604,Outside,10750.23379,523.6789484
1205,Kern,4.519935976,Ground,Urban,Ground - Urban,1.792902853,25-50,Lerdo,300679,7.678009301,50-75,Renfro,304036,1.792902853,0-25,Lerdo,300679,Within,18291.6053,559.338646
1206,Kern,3.359673519,Ground,Urban,Ground - Urban,1.73372214,25-50,Lerdo,300679,7.679000257,50-75,Renfro,304036,1.73372214,0-25,Lerdo,300679,Within,13596.16997,493.3521897
1207,Kern,15.06604102,Ground,Rural,Ground - Rural,2.203234527,25-50,Lerdo,300679,8.244500885,50-75,Renfro,304036,2.203234527,0-25,Lerdo,300679,Outside,60970.34297,1019.231496
1208,Kern,12.20580157,Ground,Rural,Ground - Rural,1.983861346,25-50,Lerdo,300679,8.31496926,50-75,Renfro,304036,1.983861346,0-25,Lerdo,300679,Outside,49395.03971,1083.479521
1209,Kern,9.296702873,Ground,Urban,Ground - Urban,3.213807441,50-75,Lerdo,300679,8.399696484,50-75,Renfro,304036,3.213807441,25-50,Lerdo,300679,Outside,37622.64703,856.215619
1210,Kern,9.638223267,Ground,Rural,Ground - Rural,4.252876669,50-75,Belridge 1A,303489,24.91134363,75-100,Renfro,304036,6.589866324,50-75,Goose Lake,309604,Outside,39004.60646,839.3060754
1211,Kern,6.167897614,Ground,Rural,Ground - Rural,2.06695807,25-50,Lerdo,300679,8.692923163,50-75,Renfro,304036,2.06695807,0-25,Lerdo,300679,Outside,24960.69599,633.3006274
1212,Kern,0.698350574,Ground,Rural,Ground - Rural,3.618066899,50-75,Shafter,304894,15.09307139,75-100,Renfro,304036,3.618066899,25-50,Shafter,304894,Outside,2826.135761,261.3836353
1213,Kern,7.300344666,Ground,Rural,Ground - Rural,2.058863598,25-50,Mt. Poso,301564,9.245798585,50-75,Kern Power,306334,3.474420991,25-50,Lerdo,300679,Within,29543.56466,705.7635084
1214,Kern,40.88392461,Ground,Rural,Ground - Rural,1.823304056,25-50,Mt. Poso,301564,9.356014617,50-75,Kern Power,306334,3.1488596,25-50,Lerdo,300679,Within,165452.4296,1888.157192
1215,Kern,8.044178452,Ground,Rural,Ground - Rural,3.598926259,50-75,Ganso,302966,15.54936255,75-100,Renfro,304036,3.908664322,25-50,Shafter,304894,Outside,32553.7615,806.9091066
1216,Kern,4.76915553,Ground,Rural,Ground - Rural,0.94796375,0-25,Shafter,304894,12.09021586,75-100,Renfro,304036,0.94796375,0-25,Shafter,304894,Outside,19300.16748,649.3381494
1217,Kern,5.26555771,Ground,Rural,Ground - Rural,2.39575122,25-50,Shafter,304894,14.38352862,75-100,Renfro,304036,2.39575122,0-25,Shafter,304894,Outside,21309.04549,708.1699103
1218,Kern,40.89936895,Ground,Rural,Ground - Rural,1.377612878,25-50,Mt. Poso,301564,9.886754177,50-75,Kern Power,306334,3.379145445,25-50,Lerdo,300679,Within,165514.6584,2002.416691
1219,Kern,0.707931407,Ground,Rural,Ground - Rural,2.217338891,25-50,Lerdo,300679,9.753028919,50-75,Renfro,304036,2.217338891,0-25,Lerdo,300679,Outside,2864.908203,215.9716904
1220,Kern,2.707691088,Ground,Rural,Ground - Rural,1.492870959,25-50,Unknown,301500,9.861553768,50-75,Renfro,304036,2.159633081,0-25,Lerdo,300679,Outside,10957.67103,448.5152302
1221,Kern,2.726339856,Ground,Rural,Ground - Rural,2.277747102,25-50,Ganso,302966,18.01763217,75-100,Renfro,304036,4.711923966,25-50,Semitropic,304816,Outside,11033.15068,468.2875087
1222,Kern,1.706860805,Ground,Rural,Ground - Rural,2.697125677,25-50,Shafter,304894,14.93029222,75-100,Renfro,304036,2.697125677,25-50,Shafter,304894,Outside,6907.448302,344.2574296
1223,Kern,1.786603318,Ground,Rural,Ground - Rural,3.566816306,50-75,Shafter,304894,15.82850488,75-100,Renfro,304036,3.566816306,25-50,Shafter,304894,Outside,7230.155819,340.8873162
1224,Kern,3.667960632,Ground,Rural,Ground - Rural,1.541861582,25-50,Unknown,301697,11.00319988,50-75,Renfro,304036,3.211474232,25-50,Lerdo,300679,Outside,14843.76853,505.7342312
1225,Kern,0.891621037,Ground,Rural,Ground - Rural,1.123085455,0-25,Unknown,301697,11.11764228,50-75,Renfro,304036,3.328556569,25-50,Lerdo,300679,Outside,3608.27688,269.5940361
1226,Kern,4.444340367,Ground,Rural,Ground - Rural,3.419560211,50-75,North Generator,310300,21.59022256,75-100,Renfro,304036,4.660848938,25-50,Semitropic,304816,Outside,17985.68347,561.047177
1227,Kern,1.91015986,Ground,Rural,Ground - Rural,2.544503108,25-50,Shafter,304894,14.09375077,75-100,Renfro,304036,2.544503108,0-25,Shafter,304894,Outside,7730.173273,375.2175513
1228,Kern,7.218954774,Ground,Rural,Ground - Rural,4.052231551,50-75,Shafter,304894,12.49637671,75-100,Renfro,304036,4.052231551,25-50,Shafter,304894,Outside,29214.19118,692.2147009
1229,Kern,6.482153079,Ground,Rural,Ground - Rural,3.155605408,50-75,Wasco Prison,307829,17.76371151,75-100,Renfro,304036,3.573567601,25-50,Semitropic,304816,Outside,26232.44572,715.1111824
1230,Kern,0.864586434,Ground,Rural,Ground - Rural,0.386414993,0-25,Unknown,301697,11.83882684,50-75,Renfro,304036,4.257559577,25-50,Lerdo,300679,Outside,3498.870117,243.3115778
1231,Kern,3.918911627,Ground,Rural,Ground - Rural,3.059838821,50-75,Semitropic,304816,19.85406617,75-100,Renfro,304036,3.059838821,25-50,Semitropic,304816,Outside,15859.33609,508.8911967
1232,Kern,5.688066363,Ground,Rural,Ground - Rural,3.558408342,50-75,Semitropic,304816,21.55991637,75-100,Renfro,304036,3.558408342,25-50,Semitropic,304816,Outside,23018.88443,815.1650326
1233,Kern,6.95543418,Ground,Rural,Ground - Rural,2.648450371,25-50,Wasco,308820,14.65319986,75-100,Renfro,304036,3.493820416,25-50,Shafter,304894,Outside,28147.75781,731.878409
1234,Kern,1.581660646,Ground,Rural,Ground - Rural,1.285147339,0-25,North Generator,310300,23.77879576,75-100,Renfro,304036,3.859474622,25-50,Goose Lake,309604,Outside,6400.767241,456.7182331
1235,Kern,0.797410743,Ground,Rural,Ground - Rural,2.552208024,25-50,Wasco,308820,15.76567113,75-100,Renfro,304036,3.790539329,25-50,Shafter,304894,Within,3227.019694,276.8158147
1236,Kern,4.718287126,Ground,Rural,Ground - Rural,3.152366086,50-75,Semitropic,304816,21.36689411,75-100,Renfro,304036,3.152366086,25-50,Semitropic,304816,Outside,19094.29448,718.1117127
1237,Kern,6.54817536,Ground,Urban,Ground - Urban,17.52021032,75-100,Searles,307034,31.57113779,75-100,Barren Ridge,304172,9.407048833,75-100,Inyokern,300959,Outside,26499.59556,649.2550282
1238,Kern,2.70564028,Rooftop,Rural,Rooftop - Rural,2.243446378,25-50,Semitropic,304816,19.68839171,75-100,Renfro,304036,2.243446378,0-25,Semitropic,304816,Outside,10949.3817,520.7949879
1239,Kern,2.328210004,Ground,Rural,Ground - Rural,2.214418952,25-50,Semitropic,304816,19.7798102,75-100,Renfro,304036,2.214418952,0-25,Semitropic,304816,Outside,9421.96948,397.1387589
1240,Kern,0.68698131,Rooftop,Rural,Rooftop - Rural,2.210086619,25-50,Semitropic,304816,19.76214475,75-100,Renfro,304036,2.210086619,0-25,Semitropic,304816,Outside,2780.125978,219.4824379
1241,Kern,1.066862813,Ground,Rural,Ground - Rural,2.44254675,25-50,North Generator,310300,22.85351669,75-100,Renfro,304036,4.042533194,25-50,Semitropic,304816,Outside,4317.457417,256.3106048
1242,Kern,2.057497965,Ground,Rural,Ground - Rural,2.6052652,25-50,Unknown,306158,22.04386102,75-100,Renfro,304036,2.624206734,0-25,Semitropic,304816,Outside,8326.432195,373.5182481
1243,Kern,3.624804584,Ground,Rural,Ground - Rural,1.458785721,25-50,Semitropic,304816,20.66612193,75-100,Renfro,304036,1.458785721,0-25,Semitropic,304816,Outside,14669.12244,486.6451474
1244,Kern,1.824797812,Ground,Rural,Ground - Rural,1.651006536,25-50,Wasco Prison,307829,18.22044607,75-100,Renfro,304036,3.202038442,25-50,Semitropic,304816,Outside,7384.724409,351.2836971
1245,Kern,2.514538238,Ground,Rural,Ground - Rural,1.118923034,0-25,Wasco,308820,16.24748858,75-100,Renfro,304036,4.900731762,25-50,Shafter,304894,Outside,10176.01569,403.643644
1246,Kern,3.372061366,Ground,Rural,Ground - Rural,1.097314774,0-25,Semitropic,304816,20.08059804,75-100,Renfro,304036,1.097314774,0-25,Semitropic,304816,Within,13646.28289,515.2719345
1247,Kern,11.95612052,Ground,Urban,Ground - Urban,0.643222046,0-25,Wasco Prison,307829,19.40268938,75-100,Renfro,304036,1.842837237,0-25,Semitropic,304816,Within,48384.54072,980.679189
1248,Kern,122.1243165,Ground,Rural,Ground - Rural,0.548353312,0-25,Goose Lake,309604,22.55609143,75-100,Arco,306367,0.548353312,0-25,Goose Lake,309604,Outside,494221.5168,2815.511697
1249,Kern,1.65669039,Ground,Urban,Ground - Urban,1.771136493,25-50,Wasco Prison,307829,18.38751924,75-100,Renfro,304036,3.678453902,25-50,Semitropic,304816,Within,6704.414968,339.0040082
1250,Kern,5.905841219,Ground,Urban,Ground - Urban,0.940170318,0-25,Wasco Prison,307829,18.87652455,75-100,Renfro,304036,2.794080931,25-50,Semitropic,304816,Within,23900.17799,787.0376861
1251,Kern,8.358067394,Ground,Rural,Ground - Rural,1.107462509,0-25,North Generator,310300,23.93096717,75-100,Arco,306367,1.730696526,0-25,Goose Lake,309604,Outside,33824.03042,1044.963863
1252,Kern,10.3010228,Parking,Urban,Parking - Urban,0.369367816,0-25,Wasco Prison,307829,19.54776387,75-100,Renfro,304036,1.875415349,0-25,Semitropic,304816,Within,41686.93236,1056.577686
1253,Kern,1.583379257,Ground,Rural,Ground - Rural,23.8516027,75-100,Searles,307034,28.72002874,75-100,Barren Ridge,304172,3.612616678,25-50,Inyokern,300959,Outside,6407.734009,320.4917265
1254,Kern,84.03559991,Ground,Rural,Ground - Rural,6.208284099,75-100,Goose Lake,309604,17.13352179,75-100,Arco,306367,6.208284099,50-75,Goose Lake,309604,Outside,340081.1699,3051.659548
1255,Kern,4.650122357,Ground,Rural,Ground - Rural,2.619581524,25-50,North Generator,310300,24.20409643,75-100,Renfro,304036,3.792059212,25-50,Semitropic,304816,Outside,18818.44896,605.5801591
1256,Kern,1.49114853,Ground,Rural,Ground - Rural,1.738701114,25-50,Wasco Prison,307829,18.89218631,75-100,Renfro,304036,3.678158609,25-50,Semitropic,304816,Within,6034.488271,313.7589879
1257,Kern,21.79436514,Ground,Rural,Ground - Rural,6.219661948,75-100,Goose Lake,309604,17.07472293,75-100,Arco,306367,6.219661948,50-75,Goose Lake,309604,Outside,88198.80376,1171.031037
1258,Kern,25.93735699,Ground,Rural,Ground - Rural,6.460998944,75-100,Goose Lake,309604,16.89562721,75-100,Arco,306367,6.460998944,50-75,Goose Lake,309604,Outside,104964.9771,1268.479097
1259,Kern,0.370792153,Rooftop,Urban,Rooftop - Urban,0.411475708,0-25,Wasco,308820,17.7277477,75-100,Renfro,304036,5.888551198,50-75,Semitropic,304816,Within,1500.54862,165.683916
1260,Kern,0.929651804,Ground,Rural,Ground - Rural,23.34865103,75-100,Searles,307034,29.28782298,75-100,Barren Ridge,304172,3.176568815,25-50,Inyokern,300959,Outside,3762.181995,257.2672319
1261,Kern,2.890396703,Rooftop,Urban,Rooftop - Urban,0.425495487,0-25,Charca,303174,17.97581479,75-100,Renfro,304036,5.875805343,50-75,Semitropic,304816,Outside,11697.06701,455.0013637
1262,Kern,55.58279153,Ground,Rural,Ground - Rural,11.92646031,75-100,Arco,306367,11.92646031,50-75,Arco,306367,11.92646031,75-100,Arco,306367,Outside,224936.3108,2400.294569
